KIND;OPR;STAT;AREA;CITY ;CB  ;LAC; CID ; GSM ; DCS;3G L; 3G C;  3G S   ;U-L; U900 ;U-S ;  DATE  ; ADDR                ; REM                               ;  OZIN     ;  OZIE  ;LOCK

/;Гродно

$;4;R  ;GRO; Новогрудок         ;v;;;;; 236 ; 405825 ;:51:52:53;;      ;        ;15.09.20 ; Минская,  66          ; ПТУ-193, мачта МТС                                   ; 53.598247; 25.840567;G
$;4;R  ;GRO; Слоним              ;;;;;; 232 ; 405829 ; 123; 232 ;405829;  7  :10;30.12.23 ; Ершова, 52            ; ЖРЭУ, мачта МТС                                      ; 53.081770; 25.308150;G
$;4;R  ;GRO; Слоним             ;v;;;;; 232 ; 405829 ;:51:52:53;;      ;        ;30.12.23 ; Ершова, 52            ; ЖРЭУ, мачта МТС                                      ; 53.081770; 25.308150;G
$;4;R  ;GRO; Волковыск           ;;;;;; 232 ; 405833 ; 1  ;     ;      ;        ;26.01.19 ; Октябрьская, 55       ; магазин "Чыгуначнік", мачта МТС                      ; 53.142590; 24.424900;G
$;4;R  ;GRO; Волковыск          ;v;;;;; 232 ; 405833 ;:51      ;;      ;        ;01.02.20 ; Октябрьская, 55       ; магазин "Чыгуначнік", мачта МТС                      ; 53.142590; 24.424900;G
$;4;R  ;GRO; Свислочь            ;;;;;; 232 ; 405838 ;123 ; 232 ;405838;56789:10;16.04.22 ; Красноармейская, 23   ; мачта на здании                                      ; 53.035635; 24.103765;G
$;4;R  ;GRO; Свислочь           ;v;;;;; 232 ; 405838 ;:51:52:53;;      ;        ;16.04.22 ; Красноармейская, 23   ; мачта на здании                                      ; 53.035635; 24.103765;G
$;4;R  ;GRO; Волковыск           ;;;;;; 232 ; 405839 ; 12 ; 232 ;405839; 6    9 ;08.05.18 ; Медведева, 3          ; Белгосстрах, мачта МТС                               ; 53.157240; 24.451390;G
$;4;R  ;GRO; Волковыск          ;v;;;;; 232 ; 405839 ;:51:52   ;;      ;        ;01.02.20 ; Медведева, 3          ; Белгосстрах, мачта МТС                               ; 53.157240; 24.451390;G
$;4;R  ;GRO; Лида                ;;;;;; 237 ; 405840 ; 123;     ;      ;        ;19.08.18 ; 2-я Круповская, 1     ; Лидское ПМС, мачта МТС                               ; 53.91457 ; 25.238868;G
