KIND;OPR;STAT;AREA;CITY          ; CB           ;LAC ; CID  ;GSM ;DCS ;3G L ; 3G C ;  3G S   ;U-L; U900 ;U-S ; DATE    ; ADDR                  ; REM                                                  ;  OZIN    ;  OZIE    ;LOCK
$;M;R  ;MIO; Рудзенск            ;              ;   ;  402 ;    ;    ; 174 ; 4734 ;1357     ;   ;      ;    ;02.08.22; Пухавіцкі р-н         ; Рудзенская 2Б, ААТ "Рудзенск", мачта                   ; 53.595220; 27.869320;G
$;M;R  ;MIO; Звязда              ; ZVEZDA       ;174;  403 ;123 ;456 ; 174 ; 1978 ;123456789;174;  902 ;5   ;21.04.05; Пухавіцкі р-н         ; М5, вежа 70м                                        ; 53.556145; 28.130209;G
$;M;R  ;MIO; Звязда              ;              ;   ;  403 ;    ;    ; 174 ; 1927 ;7        ;174; 1433 ;0   ;25.05.17; Пухавіцкі р-н         ; М5, вежа 70м                                        ; 53.556145; 28.130209;G
$;M;R  ;MIO; Звязда              ;              ;   ;  403 ;    ;    ; 174 ; 2683 ; 89      ;174; 1259 ;9   ;25.05.17; Пухавіцкі р-н         ; М5, вежа 70м                                        ; 53.556145; 28.130209;G
$;M;R  ;MIO; Мар'іна Горка       ; MAR'INA GORKA;174;  405 ;123 ;456 ; 174 ; 1979 ;123456789;174;  902 ;8   ;12.02.06; Пухавіцкі р-н         ; Савецкая 15, Дом культуры, мачта                    ; 53.511845; 28.148474;G
$;M;R  ;MIO; Мар'іна Горка       ;              ;   ;  405 ;    ;    ; 174 ; 1927 ; 8       ;174; 1433 ;12  ;25.05.17; Пухавіцкі р-н         ; Савецкая 15, Дом культуры, мачта                    ; 53.511845; 28.148474;G
$;M;R  ;MIO; Мар'іна Горка       ;              ;   ;  405 ;    ;    ; 174 ; 2687 ;9        ;   ;      ;    ;25.07.21; Пухавіцкі р-н         ; Савецкая 15, Дом культуры, мачта                    ; 53.511845; 28.148474;G
$;M;R  ;MIO; Мар'іна Горка       ;              ;   ;  405 ;    ;    ; 174 ; 2688 ; 1       ;   ;      ;    ;12.04.22; Пухавіцкі р-н         ; Савецкая 15, Дом культуры, мачта                    ; 53.511845; 28.148474;G
$;M;R  ;MIO; Мар'іна Горка       ; MAR'INA GORKA;174;  406 ;123 ;456 ; 174 ; 5020 ;123456789;174; 6360 ;2   ;06.06.05; Пухавіцкі р-н         ; Новы Світанак 49А, кацельня ЖКГ N2, труба              ; 53.500214; 28.165344;G
$;M;R  ;MIO; Мар'іна Горка       ;              ;   ;  406 ;    ;    ; 174 ; 5021 ;1  4  7  ;174; 1433 ;34  ;06.01.17; Пухавіцкі р-н         ; Новы Світанак 49А, кацельня ЖКГ N2, труба              ; 53.500214; 28.165344;G
$;M;R  ;MIO; Мар'іна Горка       ;              ;   ;  406 ;    ;    ; 174 ; 2688 ;56       ;   ;      ;    ;17.11.20; Пухавіцкі р-н         ; Новы Світанак 49А, кацельня ЖКГ N2, труба              ; 53.500214; 28.165344;G
$;M;R  ;MIO; Мар'іна Горка       ;              ;   ;  406 ;    ;    ; 174 ; 1927 ;9        ;   ;      ;    ;14.07.19; Пухавіцкі р-н         ; Новы Світанак 49А, кацельня ЖКГ N2, труба              ; 53.500214; 28.165344;G
$;M;R  ;MIO; Мар'іна Горка       ;              ;   ;  406 ;    ;    ; 174 ; 1928 ;1        ;   ;      ;    ;14.07.19; Пухавіцкі р-н         ; Новы Світанак 49А, кацельня ЖКГ N2, труба              ; 53.500214; 28.165344;G
$;M;R  ;MIO; Самахвалавічы       ;SAMOHVALOVICHI;175;  411 ;123 ;456 ; 175 ; 1360 ;123456789;175; 6422 ;01  ;22.02.07; Менскі р-н            ; вежа 70м                                            ; 53.736600; 27.524400;G
$;M;R  ;MIO; Самахвалавічы       ;              ;   ;  411 ;    ;    ; 175 ; 2065 ;1  4  7  ;175; 1433 ;5   ;22.02.07; Менскі р-н            ; вежа 70м                                            ; 53.736600; 27.524400;G
$;M;R  ;MIO; Самахвалавічы       ;              ;   ;  411 ;    ;    ; 175 ; 1396 ;5678     ;   ;      ;    ;10.08.19; Менскі р-н            ; вежа 70м                                            ; 53.736600; 27.524400;G
$;M;R  ;MIO; Самахвалавічы       ;              ;   ;  411 ;    ;    ; 175 ; 4695 ;6789     ;   ;      ;    ;19.03.22; Менскі р-н            ; вежа 70м                                            ; 53.736600; 27.524400;G
$;M;R  ;MIO; Карма               ; KORMA        ;175;  412 ;123 ;456 ; 175 ; 1787 ;123456789;175; 6359 ;6  9;05.06.06; Уздзенскі р-н         ; P23, вежа 70м                                       ; 53.588580; 27.467620;G
$;M;R  ;MIO; Карма               ;              ;175;  412 ;   7;   8; 175 ; 2066 ;1  4  7  ;175; 1433 ;67  ;19.02.18; Уздзенскі р-н         ; P23, вежа 70м                                       ; 53.588580; 27.467620;G
$;M;R  ;MIO; Карма               ;              ;   ;  412 ;    ;    ; 175 ; 6163 ;1234     ;   ;      ;    ;06.12.18; Уздзенскі р-н         ; P23, вежа 70м                                       ; 53.588580; 27.467620;G
$;M;R  ;MIO; Валяр'яны           ; VALER'IANY   ;175;  413 ;1237;456 ; 175 ; 4517 ;1234567  ;175; 1433 ;89  ;05.06.06; Уздзенскі р-н         ; Р23, вежа 70м                                       ; 53.429785; 27.496677;G
$;M;R  ;MIO; Валяр'яны           ;              ;   ;  413 ;    ;    ;     ;      ;         ;175; 6359 ;3   ;19.06.16; Уздзенскі р-н         ; Р23, вежа 70м                                       ; 53.429785; 27.496677;G
$;M;R  ;MIO; Шышчыцы             ; SHISCHITSY   ;175;  414 ;123 ;    ; 175 ; 2976 ;        9;175; 1435 ;01  ;04.02.07; Слуцкі р-н            ; РТПС                                                 ; 53.226430; 27.542410;G
$;M;R  ;MIO; Шышчыцы             ;              ;   ;  414 ;    ;    ; 175 ; 2977 ;12345 7  ;175; 6359 ;0   ;13.04.20; Слуцкі р-н            ; РТПС                                                 ; 53.226430; 27.542410;G
$;M;R  ;MIO; Капыль              ; KOPYL'       ;173;  415 ;1237;4568; 173 ;      ;         ;173; 6358 ;6789;05.06.06; Замкавая 1            ; інтэрнат, мачта                                     ; 53.151570; 27.092800;G
$;M;R  ;MIO; Урэчча              ; URECH'E      ;170;  416 ;123 ;456 ; 170 ;      ;         ;170; 6358 ;345 ;24.09.06; Любанскі р-н          ; Завадская 1, спіртзавод "Крышталь", мачта            ; 52.947650; 27.888660;G
$;M;R  ;MIO; Любань              ; LUBAN'       ;170;  417 ;123 ;456 ; 170 ;      ;         ;   ;      ;    ;01.06.15; Першамайская 29       ; кафэ "Сустрэча", кулінарыя, мачта                     ; 52.790734; 28.001771;G
$;M;R  ;MIO; Старобін?           ; STAROBIN     ; 14;  419 ;123 ;456 ; 170 ; 1364 ;   4 6   ;   ;      ;    ;01.06.08; Салігорскі р-н        ; вул. 8-сакавіка 23 клуб?, мачта (чыя?)                   ; 52.730689; 27.451291;G*w
$;M;R  ;MIO; Старобін?           ; STAROBIN     ; 14;  419 ;   7;    ; 170 ; 1365 ;   45    ;   ;      ;    ;13.04.19; Салігорскі р-н        ; вул. 8-сакавіка 23 клуб?, мачта (чыя?)                   ; 52.730689; 27.451291;G*w
$;M;R  ;MIO; Слуцк               ; SLUTSK       ;170;  420 ;123 ;456 ; 170 ; 1987 ;12345 7 9;170; 6357 ;34  ;24.09.06; Чэхава 55             ; інтэрнат заводу "Калібр", мачта                     ; 53.043143; 27.560494;G
$;M;R  ;MIO; Слуцк               ;              ;   ;  420 ;    ;    ; 170 ; 1547 ;1        ;   ;      ;    ;09.10.19; Чэхава 55             ; інтэрнат заводу "Калібр", мачта                     ; 53.043143; 27.560494;G
$;M;R  ;MIO; Слуцк               ; SLUTSK       ;170;  423 ;1237;4568; 170 ; 1988 ; 2 45 78 ;170; 6357 ;012 ;24.09.06; Галавашчанкі 6        ; ААТ "Слуцкі цукрарафінадны камбінат", труба       ; 53.000508; 27.516032;G
$;M;R  ;MIO; Слуцк               ;              ;   ;  423 ;    ;    ; 170 ;  780 ;1  4  7  ;170; 6356 ;9   ;24.09.06; Галавашчанкі 6        ; ААТ "Слуцкі цукрарафінадны камбінат", труба       ; 53.000508; 27.516032;G
$;M;R  ;MIO; Слуцк               ;              ;   ;  423 ;    ;    ; 170 ; 1053 ;56       ;   ;      ;    ;24.09.06; Галавашчанкі 6        ; ААТ "Слуцкі цукрарафінадны камбінат", труба       ; 53.000508; 27.516032;G
$;M;R  ;MIO; Салігорск           ; SOLIGORSK    ; 14;  424 ;123 ;456 ; 170 ; 1989 ;1 34 6   ;   ;      ;    ;05.09.05; Каржа 5               ; ААТ "Беларускалій"                                   ; 52.782110; 27.540170;G
$;M;R  ;MIO; Салігорск           ;              ;   ;  424 ;    ;    ; 170 ; 1991 ; 2       ;   ;      ;    ;09.10.19; Каржа 5               ; ААТ "Беларускалій"                                   ; 52.782110; 27.540170;G
$;M;R  ;MIO; Салігорск           ;              ;   ;  424 ;    ;    ; 170 ; 1245 ;6        ;   ;      ;    ;09.10.19; Каржа 5               ; ААТ "Беларускалій"                                   ; 52.782110; 27.540170;G
$;M;R  ;MIO; Салігорск           ;              ;   ;  424 ;    ;    ; 170 ; 1250 ;1        ;   ;      ;    ;09.10.19; Каржа 5               ; ААТ "Беларускалій"                                   ; 52.782110; 27.540170;G
$;M;R  ;MIO; Салігорск           ; SOLIGORSK    ; 14;  425 ;123 ;456 ; 170 ; 4567 ;12 45    ;   ;      ;    ;05.09.05; Міру пр. 32           ; ЗАТ "Калінка", мачта                                 ; 52.785620; 27.523750;G
$;M;R  ;MIO; Салігорск           ;              ;   ;  425 ;    ;    ; 170 ; 4628 ;1  4  7  ;   ;      ;    ;09.10.19; Міру пр. 32           ; ЗАТ "Калінка", мачта                                 ; 52.785620; 27.523750;G
$;M;R  ;MIO; Салігорск           ;              ;   ;  425 ;    ;    ; 170 ; 1674 ;346      ;   ;      ;    ;09.10.19; Міру пр. 32           ; ЗАТ "Калінка", мачта                                 ; 52.785620; 27.523750;G
$;M;R  ;MIO; Салігорск           ; SOLIGORSK    ; 14;  426 ;123 ;456 ; 170 ; 5026 ;         ;   ;      ;    ;04.02.07; Л.Камсамола 38        ; чыгуначны вакзал, мачта                                     ; 52.792940; 27.544580;G
$;M;R  ;MIO; Салігорск           ;              ;   ;  426 ;    ;    ; 170 ; 5052 ;   4     ;   ;      ;    ;09.10.19; Л.Камсамола 38        ; чыгуначны вакзал, мачта                                     ; 52.792940; 27.544580;G
$;M;R  ;MIO; Салігорск           ; SOLIGORSK    ; 14;  427 ;123 ;456 ; 170 ; 2001 ;   4     ;170; 6356 ;678 ;04.10.05; Кастрычніцкая 53А     ; крама "Рыба-Мяса", мачта                           ; 52.789550; 27.513800;G
$;M;R  ;MIO; Салігорск           ;              ;   ;  427 ;    ;    ; 170 ; 1547 ;2        ;   ;      ;    ;09.10.19; Кастрычніцкая 53А     ; крама "Рыба-Мяса", мачта                           ; 52.789550; 27.513800;G
$;M;R  ;MIO; Вялікі Лес          ; VELIKI LES   ; 14;  428 ;123 ;    ;     ;      ;         ;170;  903 ;9   ;03.01.07; Салігорскі р-н        ; вежа                                                ; 52.549330; 27.474750;Y
$;M;R  ;MIO; Вялікі Лес          ;              ;   ;  428 ;    ;    ;     ;      ;         ;170; 1435 ;8   ;03.01.07; Салігорскі р-н        ; вежа                                                ; 52.549330; 27.474750;Y
$;M;R  ;MIO; Сонечны             ;              ;201;  430 ;123 ;456 ; 201 ; 2003 ;123456789;201; 1436 ;01  ;04.04.15; Менскі р-н            ; Сасновая 2, жылы дом, трубастойкі                   ; 53.970424; 27.621050;G
$;M;R  ;MIO; Сонечны             ;              ;   ;  430 ;    ;    ; 201 ; 2727 ;2        ;201;  904 ;1   ;05.06.17; Менскі р-н            ; Сасновая 2, жылы дом, трубастойкі                   ; 53.970424; 27.621050;G
$;M;R  ;MIO; Чапялі              ; CHEPELI      ;170;  444 ;123 ;456 ; 170 ; 4629 ; 2 4567 9;170; 6356 ;012 ;01.06.08; Салігорскі р-н        ; Салігорскі калійны камбінат, мачта                 ; 52.854820; 27.470830;G
$;M;R  ;MIO; Чапялі              ;              ;   ;  444 ;    ;    ; 170 ; 4642 ;1  45  8 ;   ;      ;    ;09.10.19; Салігорскі р-н        ; Салігорскі калійны камбінат, мачта                 ; 52.854820; 27.470830;G
$;M;R  ;MIO; Чапялі              ;              ;   ;  444 ;    ;    ; 170 ; 2008 ;23456    ;   ;      ;    ;09.10.19; Салігорскі р-н        ; Салігорскі калійны камбінат, мачта                 ; 52.854820; 27.470830;G
$;M;R  ;MIO; Салігорск           ; SOLIGORSK    ; 14;  445 ;123 ;456 ; 170 ; 5053 ;  3      ;170; 6355 ;789 ;13.10.06; Заслонова 61          ; інтэрнат, мачта                                     ; 52.783940; 27.513580;G
$;M;R  ;MIO; Салігорск           ;              ;   ;  445 ;    ;    ; 170 ; 5130 ;   4     ;   ;      ;    ;09.10.19; Заслонова 61          ; інтэрнат, мачта                                     ; 52.783940; 27.513580;G
$;M;R  ;MIO; Капыль              ; KOPYL'       ;173;  447 ;123 ;456 ; 173 ;      ;         ;173; 6355 ;456 ;17.08.08; Партызанская 32       ; апорная мачта, Капыльскі РАНС                       ; 53.144310; 27.101380;G
$;M;R  ;MIO; Праўдзінскі         ; PRAVDINSKII  ;174;  448 ;123 ;456 ; 174 ; 2090 ;123456789;174; 1436 ;234 ;10.05.08; Пухавіцкі р-н       ; мачта                                                ; 53.520531; 27.832396;G
$;M;R  ;MIO; Праўдзінскі         ;              ;   ;  448 ;    ;    ; 174 ; 2746 ;3 5      ;   ;      ;    ;29.12.20; Пухавіцкі р-н       ; мачта                                                ; 53.520531; 27.832396;G
$;M;R  ;MIO; Драчкава            ; DRACHKOVO    ;174;  449 ;123 ;456 ; 174 ; 4600 ;123456789;174; 6355 ;0   ;05.11.08; Смалевіцкі р-н      ; апорная мачта                                        ; 53.822236; 28.081067;G
$;M;R  ;MIO; Драчкава            ;              ;   ;  449 ;    ;    ; 174 ; 4700 ;123      ;174; 6354 ;9   ;12.12.21; Смалевіцкі р-н      ; апорная мачта                                        ; 53.822236; 28.081067;G
$;M;R  ;MIO; Ждановічы           ;              ;   ;  500 ;    ;    ; 211 ;  500 ;12 45 78 ;211; 2994 ;9   ;12.01.19; Менскі р-н            ; санаторыя "Пралеска", трубастойкі                    ; 53.961583; 27.414795;G
$;M;R  ;MIO; Ждановічы           ;              ;   ;  500 ;    ;    ; 211 ; 2569 ;3        ;   ;      ;    ;23.07.21; Менскі р-н            ; санаторыя "Пралеска", трубастойкі                    ; 53.961583; 27.414795;G
$;M;R  ;MIO; Ждановічы           ;              ;   ;  500 ;    ;    ; 211 ; 1854 ;   9     ;   ;      ;    ;30.07.19; Менскі р-н            ; санаторыя "Пралеска", трубастойкі                    ; 53.961583; 27.414795;G
$;M;R  ;MIO; Каралёў Стан        ; KOROLEV STAN ;205;  501 ;123 ;456 ; 205 ; 2091 ; 23456789;205; 6421 ;3 56;16.09.08; Менскі р-н            ; М2, 19 км, вежа 70м                                 ; 53.995953; 27.790460;G
$;M;R  ;MIO; Каралёў Стан        ; KOROLEV STAN ;205;  501 ;   7;   8; 205 ; 2095 ;1  4  7  ;205; 1436 ;5   ;06.09.18; Менскі р-н            ; М2, 19 км, вежа 70м                                 ; 53.995953; 27.790460;G
$;M;R  ;MIO; Каралёў Стан        ;              ;   ;  501 ;    ;    ; 205 ; 4695 ;2345     ;   ;      ;    ;13.01.23; Менскі р-н            ; М2, 19 км, вежа 70м                                 ; 53.995953; 27.790460;G
$;M;R  ;MIO; Каралёў Стан        ;              ;   ;  501 ;    ;    ; 205 ; 1115 ;8        ;   ;      ;    ;31.10.18; Менскі р-н            ; М2, 19 км, вежа 70м                                 ; 53.995953; 27.790460;G
$;M;R  ;MIO; Каралёў Стан        ;              ;   ;  501 ;    ;    ; 205 ; 1116 ;1        ;   ;      ;    ;31.10.18; Менскі р-н            ; М2, 19 км, вежа 70м                                 ; 53.995953; 27.790460;G
$;M;R  ;MIO; Арэшнікі            ; ORESHNIKI    ;205;  502 ;1237;4568; 205 ; 2150 ;123456789;205; 6354 ;4 67;07.02.05; Смалевіцкі р-н      ; М2, 31 км, РТПС                                      ; 53.977171; 27.950583;G
$;M;R  ;MIO; Арэшнікі            ;              ;   ;  502 ;    ;    ; 205 ; 2754 ;123      ;205; 1436 ;6   ;29.04.17; Смалевіцкі р-н      ; М2, 31 км, РТПС                                      ; 53.977171; 27.950583;G
$;M;R  ;MIO; Палявая             ; POLEVAIA     ;203;  505 ;123 ;456 ; 203 ; 2167 ;123456789;203; 6353 ;012 ;07.02.05; Смалевіцкі р-н      ; М1, вежа 70м                                        ; 54.020841; 28.210647;G
$;M;R  ;MIO; Палявая             ;              ;   ;  505 ;    ;    ; 203 ; 2096 ; 5       ;   ;      ;    ;17.08.19; Смалевіцкі р-н      ; М1, вежа 70м                                        ; 54.020841; 28.210647;G
$;M;R  ;MIO; Палявая             ;              ;   ;  505 ;    ;    ; 203 ; 2755 ;4        ;   ;      ;    ;30.11.21; Смалевіцкі р-н      ; М1, вежа 70м                                        ; 54.020841; 28.210647;G
$;M;R  ;MIO; Смалявічы           ; SMOLEVICHI   ;203;  506 ;123 ;456 ; 203 ; 2182 ;123456789;203;  919 ;45  ;25.06.06; Сацыялістычная      ; Дом Побыту, мачта                                      ; 54.030641; 28.084912;G
$;M;R  ;MIO; Смалявічы           ;              ;   ;  506 ;    ;    ; 203 ; 1547 ;  7      ;203; 1436 ;8   ;26.05.18; Сацыялістычная      ; Дом Побыту, мачта                                      ; 54.030641; 28.084912;G
$;M;R  ;MIO; Жодзіна             ; ZHODINO      ;203;  507 ;123 ;456 ; 203 ; 2184 ;123456789;203; 6352 ;789 ;27.02.06; Міру пр. 19           ; інтэрнат N3 ПА "БелАЗ", мачта                       ; 54.089563; 28.308430;G
$;M;R  ;MIO; Жодзіна             ;              ;   ;  507 ;    ;    ; 203 ; 1633 ;123      ;   ;      ;    ;30.01.21; Міру пр. 19           ; інтэрнат N3 ПА "БелАЗ", мачта                       ; 54.089563; 28.308430;G
$;M;R  ;MIO; Дзяржынск           ;              ;175;  508 ;    ;456 ; 175 ; 6158 ;123456789;   ;      ;    ;06.06.17; Ціхая 2               ; ГЦ Крыніцы, вежа 40м                                ; 53.691098; 27.156349;Y
$;M;R  ;MIO; Дзяржынск           ;              ;   ;  508 ;    ;    ; 175 ; 2557 ;3        ;   ;      ;    ;06.08.22; Ціхая 2               ; ГЦ Крыніцы, вежа 40м                                ; 53.691098; 27.156349;Y
$;M;R  ;MIO; Барысаў             ; BORISOV      ;171;  510 ;123 ;456 ; 171 ; 5155 ;123456789;171;  919 ;678 ;07.02.05; Чапаева 1             ; Дом Побыту, трубастойкі                                ; 54.223770; 28.512780;G
$;M;R  ;MIO; Барысаў             ;              ;   ;  510 ;    ;    ; 171 ; 5164 ;1  4  7  ;   ;      ;    ;26.05.18; Чапаева 1             ; Дом Побыту, трубастойкі                                ; 54.223770; 28.512780;G
$;M;R  ;MIO; Барысаў             ;              ;   ;  510 ;    ;    ; 171 ;  942 ;9        ;   ;      ;    ;14.01.20; Чапаева 1             ; Дом Побыту, трубастойкі                                ; 54.223770; 28.512780;G
$;M;R  ;MIO; Барысаў             ; BORISOV      ;171;  511 ;1237;4568; 171 ; 2185 ;123456789;171; 6352 ;0123;28.03.05; Чапаева 64            ; ААТ "БЗМП", труба                                    ; 54.204540; 28.495225;G
$;M;R  ;MIO; Барысаў             ;              ;   ;  511 ;    ;    ; 171 ; 2190 ;1  4  7  ;   ;      ;    ;01.08.20; Чапаева 64            ; ААТ "БЗМП", труба                                    ; 54.204540; 28.495225;G
$;M;R  ;MIO; Барысаў             ; BORISOV      ;171;  512 ;123 ;456 ; 171 ; 2191 ;123456789;171; 6351 ;789 ;06.08.05;Палка Нармандыя-Нёман 167; ААТ "Экран", трубастойкі                           ; 54.261848; 28.514864;G
$;M;R  ;MIO; Барысаў             ;              ;   ;  512 ;    ;    ; 171 ; 1506 ;8        ;   ;      ;    ;01.08.20;Палка Нармандыя-Нёман 167; ААТ "Экран", трубастойкі                           ; 54.261848; 28.514864;G
$;M;R  ;MIO; Барысаў             ; BORISOV      ;171;  514 ;123 ;456 ; 171 ; 2193 ;123456789;171; 6351 ;456 ;15.02.05; Будаўнікоў 44         ; паліклініка N4, мачта                                ; 54.211300; 28.475220;G
$;M;R  ;MIO; Барысаў             ; BORISOV      ;171;  517 ;123 ;456 ; 171 ; 2199 ;123456789;171; 6350 ;89  ;05.06.06;Лядзішча, Дняпроўская 21А; крама, мачта                                       ; 54.238376; 28.468964;G
$;M;R  ;MIO; Барысаў             ;              ;   ;  517 ;    ;    ; 171 ; 1053 ;8        ;171; 6351 ;0   ;07.06.19;Лядзішча, Дняпроўская 21А; крама, мачта                                       ; 54.238376; 28.468964;G
$;M;R  ;MIO; Барысаў             ;              ;   ;  517 ;    ;    ; 171 ; 1059 ;  1      ;   ;      ;    ;01.08.20;Лядзішча, Дняпроўская 21А; крама, мачта                                       ; 54.238376; 28.468964;G
$;M;R  ;MIO; Барысаў             ; BORISOV      ;171;  518 ;123 ;456 ; 171 ; 4582 ;123456789;171; 6350 ;567 ;05.06.06; Працы 5               ; РУПС, мачта                                          ; 54.220807; 28.530689;G
$;M;R  ;MIO; Барысаў             ;              ;   ;  518 ;    ;    ; 171 ; 4586 ;12 45 78 ;   ;      ;    ;11.08.18; Працы 5               ; РУПС, мачта                                          ; 54.220807; 28.530689;G
$;M;R  ;MIO; Барысаў             ;              ;   ;  518 ;    ;    ; 171 ; 1477 ;12 45    ;   ;      ;    ;16.07.21; Працы 5               ; РУПС, мачта                                          ; 54.220807; 28.530689;G
$;M;R  ;MIO; Чудзенічы           ; CHUDENICHI   ;203;  531 ;1237;456 ; 203 ; 6154 ;12 45 78 ;203; 6350 ;24  ;05.07.05; Лагойскі р-н         ; М3, РТПС                                             ; 54.143448; 27.793307;G
$;M;R  ;MIO; Чудзенічы           ;              ;   ;  531 ;    ;    ; 203 ; 2768 ;34       ;202; 1436 ;9   ;07.11.17; Лагойскі р-н         ; М3, РТПС                                             ; 54.143448; 27.793307;G
$;M;R  ;MIO; Чудзенічы           ;              ;   ;  531 ;    ;    ;     ;      ;         ;203; 1441 ;0   ;16.09.17; Лагойскі р-н         ; М3, РТПС                                             ; 54.143448; 27.793307;G
$;M;R  ;MIO; Лагойск             ; LOGOISK      ;203;  532 ;1237;4568; 203 ; 2203 ;1 34 6  9;203; 1441 ;12  ;26.10.06; Менская 2             ; з-д "Амкодор Лагойск", мачта                         ; 54.189599; 27.833944;G
$;M;R  ;MIO; Лагойск             ;              ;   ;  532 ;    ;    ;     ;      ;         ;203;  922 ;01  ;07.04.16; Менская 2             ; з-д "Амкодор Лагойск", мачта                         ; 54.189599; 27.833944;G
$;M;R  ;MIO; Плешчаніцы          ; PLESCHENITSY ;203;  533 ;123 ;4 6 ; 203 ; 2205 ;123456789;203; 6349 ;9   ;08.08.05; Лагойскі р-н         ; РТПС                                                 ; 54.410161; 27.855078;G
$;M;R  ;MIO; Плешчаніцы          ;              ;   ;  533 ;    ;    ; 203 ; 2769 ;12       ;203; 6350 ;0   ;08.08.05; Лагойскі р-н         ; РТПС                                                 ; 54.410161; 27.855078;G
$;M;R  ;MIO; Плешчаніцы          ;              ;   ;  533 ;    ;    ; 203 ; 2098 ;  2      ;   ;      ;    ;24.03.21; Лагойскі р-н         ; РТПС                                                 ; 54.410161; 27.855078;G
$;M;R  ;MIO; Нарач               ; NAROCH'      ;202;  546 ;123 ;456 ; 202 ;      ;         ;   ;      ;    ;03.01.07; Мядзелскі р-н        ; санаторыя "Прыазерны", вежа на даху               ; 54.902770; 26.677750;G
$;M;R  ;MIO; Мядзел?             ; MIADEL'      ;202;  548 ;1237;4568; 202 ; 2214 ;1  45    ;   ;      ;    ;03.01.07; Камуністычная 23   ; раённая паліклініка, мачта (чыя?)                   ; 54.886840; 26.914950;G*w
$;M;R  ;MIO; Казыры              ; KOZYRI       ;203;  571 ;1237;    ; 203 ; 4475 ;        9;203; 6348 ;79  ;26.10.06; Лагойскі р-н         ; М3, заваротак на Хатынь, вежа                         ; 54.328314; 27.870026;G
$;M;R  ;MIO; Казыры              ;              ;   ;  571 ;    ;    ; 203 ; 4476 ;12       ;203; 6349 ;  0 ;02.05.16; Лагойскі р-н         ; М3, заваротак на Хатынь, вежа                         ; 54.328314; 27.870026;G
$;M;R  ;MIO; Казыры              ;              ;   ;  571 ;    ;    ;     ;      ;         ;203; 1441 ;   3;24.08.22; Лагойскі р-н         ; М3, заваротак на Хатынь, вежа                         ; 54.328314; 27.870026;G
$;M;R  ;MIO; Акалова             ; OKOLOVO      ;203;  572 ;123 ;456 ; 203 ;  584 ;123 56 89;203; 6348 ;56  ;29.12.06; Лагойскі р-н         ; М3, вежа 70м                                        ; 54.491798; 27.862545;Y
$;M;R  ;MIO; Акалова             ;              ;   ;  572 ;    ;    ;     ;      ;         ;203; 1441 ;  4 ;06.06.21; Лагойскі р-н         ; М3, вежа 70м                                        ; 54.491798; 27.862545;Y
$;M;R  ;MIO; Літвічы             ; LITVICHI     ;203;  573 ;123 ;    ;     ;      ;         ;203; 6348 ;1 3 ;29.12.06; Лагойскі р-н         ; М3, вежа 70м                                        ; 54.599450; 27.888900;G
$;M;R  ;MIO; Літвічы             ;              ;   ;  573 ;    ;    ;     ;      ;         ;203; 1441 ;   5;08.06.21; Лагойскі р-н         ; М3, вежа 70м                                        ; 54.599450; 27.888900;G
$;M;R  ;MIO; Вераскі             ; VERESKI      ;171;  601 ;123 ;    ; 171 ; 2215 ;12 45    ;171; 6347 ;89  ;28.03.05; Барысаўскі р-н       ; М1, 431 км, вежа 70м                                 ; 54.131484; 28.503666;G
$;M;R  ;MIO; Вераскі             ;              ;   ;  601 ;    ;    ; 171 ; 5139 ;9        ;171;
