KIND;OPR;STAT;AREA;CITY          ; CB           ;LAC ;  CID ;GSM ;DCS ; 3G L; 3G C ;  3G S   ;U-L; U900 ;U-S ;  DATE   ; ADDR                ; REM                                           ; OZIN     ; OZIE     ;LOCK
$;M;R  ;BR.; Брест               ;              ;    ; 5129 ;    ;    ; 223 ; 5363 ;123456789;   ;      ;    ;30.07.13 ; Рябиновая 34/1      ; совм.башня 40м                                ; 52.070333; 23.733784;G
$;M;R  ;BR.; Брест               ;              ;    ; 5130 ;    ;    ; 227 ; 5364 ;123456789;   ;      ;    ;12.03.13 ; Горького 31         ; объединение "БрестОблСельСтрой", мачта        ; 52.099839; 23.697672;G
$;M;R  ;BR.; Брест               ;              ;    ; 5130 ;    ;    ; 227 ; 2112 ;  7      ;   ;      ;    ;12.03.13 ; Горького 31         ; объединение "БрестОблСельСтрой", мачта        ; 52.099839; 23.697672;G
$;M;R  ;BR.; Брест               ; BREST        ; 86 ; 5135 ;123 ;456 ; 220 ; 5366 ;   45 7  ;220; 4202 ;078 ;04.03.09 ; Дубровская 8/1      ; ЦТП-5-5, мачта                                ; 52.125658; 23.653386;G
$;M;R  ;BR.; Брест               ; BREST        ;223 ; 5151 ;123 ;456 ; 223 ; 5385 ;123456789;223; 4203 ;789 ;24.05.13 ; Сальникова 10А      ; совм.башня 40м                                ; 52.073380; 23.713860;G
$;M;R  ;BR.; Брест               ;              ;    ; 5151 ;    ;    ; 223 ; 5403 ;12 45 78 ;   ;      ;    ;01.11.15 ; Сальникова 10А      ; совм.башня 40м                                ; 52.073380; 23.713860;G
$;M;R  ;BR.; Брест               ;              ;    ; 5151 ;    ;    ; 223 ; 2142 ;56789    ;   ;      ;    ;01.11.15 ; Сальникова 10А      ; совм.башня 40м                                ; 52.073380; 23.713860;G
$;M;R  ;BR.; Брест               ; BREST        ;223 ; 5155 ;123 ;456 ; 223 ; 5406 ;123456789;223; 2566 ;789 ;30.07.11 ; Ковельское шоссе 90 ; г/к "Южный", башня 40м                        ; 52.054132; 23.741399;G
$;M;R  ;BR.; Брест               ;              ;    ; 5155 ;    ;    ; 223 ; 5409 ;12 45 78 ;   ;      ;    ;11.04.15 ; Ковельское шоссе 90 ; г/к "Южный", башня 40м                        ; 52.054132; 23.741399;G
$;M;R  ;BR.; Брест               ;              ;    ; 5155 ;    ;    ; 223 ; 2165 ;    4    ;   ;      ;    ;11.04.15 ; Ковельское шоссе 90 ; г/к "Южный", башня 40м                        ; 52.054132; 23.741399;G
$;M;R  ;BR.; Брест               ; BREST        ;224 ; 5162 ;123 ;456 ; 224 ; 5410 ;123 56789;224; 2570 ;012 ;23.12.11 ; Мощенка             ; башня A1 70м                                  ; 52.146394; 23.728776;G
$;M;R  ;BR.; Брест               ;              ;    ; 5164 ;    ;    ; 224 ; 5415 ;123  6789;   ;      ;    ;04.09.15 ; 10я Вересковая      ; столб life:)                                  ; 52.138262; 23.713398;G
$;M;R  ;BR.; Брест               ;              ;    ; 5164 ;    ;    ; 224 ; 5418 ;1     7  ;   ;      ;    ;24.01.16 ; 10я Вересковая      ; столб life:)                                  ; 52.138262; 23.713398;G
$;M;R  ;BR.; Брест               ; BREST        ;223 ; 5172 ;123 ;456 ; 223 ; 5426 ;123456789;223; 2570 ;345 ;04.01.12 ; Республики пр.      ; башня 40м                                     ; 52.084596; 23.773443;G
$;M;R  ;BR.; Брест               ;              ;    ; 5172 ;    ;    ; 223 ; 2115 ; 3       ;   ;      ;    ;04.01.12 ; Республики пр.      ; башня 40м                                     ; 52.084596; 23.773443;G
$;M;R  ;BR.; Брест               ;              ;    ; 5175 ;    ;    ; 224 ; 5431 ;123456789;   ;      ;    ;09.06.15 ; Плоска 17           ; психиатр.стационар, столб                     ; 52.129140; 23.718337;G
$;M;R  ;BR.; Брест               ; BREST        ;223 ; 5191 ;12  ;456 ; 223 ; 5478 ;123456789;223; 2570 ;678 ;31.12.11 ; Варшавское шоссе    ; башня 40м                                     ; 52.075649; 23.708207;G
$;M;R  ;BR.; Брест               ;              ;    ; 5191 ;    ;    ; 223 ; 5484 ;12 45 78 ;   ;      ;    ;11.02.15 ; Варшавское шоссе    ; башня 40м                                     ; 52.075649; 23.708207;G
$;M;R  ;BR.; Брест               ;              ;    ; 5191 ;    ;    ; 223 ; 2061 ;8        ;   ;      ;    ;11.02.15 ; Варшавское шоссе    ; башня 40м                                     ; 52.075649; 23.708207;G
$;M;R  ;BR.; Брест               ;              ;    ; 5191 ;    ;    ; 223 ; 2073 ;   23    ;   ;      ;    ;11.02.15 ; Варшавское шоссе    ; башня 40м                                     ; 52.075649; 23.708207;G
$;M;R  ;BR.; Брест               ;              ;    ; 5434 ;    ;    ; 227 ; 5715 ;123456789;   ;      ;    ;13.02.16 ; Гоголя 5            ; гаражи, мачта                                 ; 52.088982; 23.679173;G
$;M;R  ;BR.; Брест               ;              ;    ; 5434 ;    ;    ; 227 ; 2085 ;234      ;   ;      ;    ;13.02.16 ; Гоголя 5            ; гаражи, мачта                                 ; 52.088982; 23.679173;G
$;M;R  ;BR.; Брест               ;              ;    ; 5481 ;    ;    ; 224 ; 5756 ;123456789;   ;      ;    ;20.11.15 ; Парковая            ; мкр-н Задворцы, мачта                         ; 52.123707; 23.756657;G
$;M;R  ;BR.; Брест               ;              ;    ; 5481 ;    ;    ; 224 ; 2075 ;7        ;   ;      ;    ;20.11.15 ; Парковая            ; мкр-н Задворцы, мачта                         ; 52.123707; 23.756657;G
$;M;R  ;BR.; Брест               ;              ;    ; 5499 ;    ;    ; 223 ; 5763 ;123456789;   ;      ;    ;28.01.16 ; Вульковская 120А    ; аптека, мачта A1                              ; 52.071371; 23.724960;G
$;M;R  ;BR.; Брест               ; BREST        ;220 ; 5678 ;1 3 ;456 ; 220 ; 5981 ;123456789;220; 2570 ;9   ;07.11.08 ; ПКиО 1 мая          ; диско-бар, минибашня на крыше                 ; 52.096170; 23.679661;G
$;M;R  ;BR.; Брест               ;              ;    ; 5678 ;    ;    ; 220 ; 5983 ;12 45 78 ;220; 4011 ;01  ;11.04.17 ; ПКиО 1 мая          ; диско-бар, минибашня на крыше                 ; 52.096170; 23.679661;G
$;M;R  ;BR.; Брест               ;              ;    ; 5678 ;    ;    ; 220 ; 2135 ;9        ;   ;      ;    ;11.04.17 ; ПКиО 1 мая          ; диско-бар, минибашня на крыше                 ; 52.096170; 23.679661;G
$;M;R  ;BR.; Брест               ;              ;    ; 5678 ;    ;    ; 220 ; 2136 ; 1       ;   ;      ;    ;11.04.17 ; ПКиО 1 мая          ; диско-бар, минибашня на крыше                 ; 52.096170; 23.679661;G
$;M;R  ;BR.; Брест               ; BREST        ;223 ; 5681 ;12  ;456 ; 223 ; 6136 ;123456789;223; 4011 ;23  ;12.06.09 ; Суворова 103А       ; столб                                         ; 52.069431; 23.759209;G
$;M;R  ;BR.; Брест               ;              ;    ; 5681 ;    ;    ; 223 ; 4421 ;89       ;   ;      ;    ;12.06.09 ; Суворова 103А       ; столб                                         ; 52.069431; 23.759209;G
$;M;R  ;BR.; Брест               ;              ;    ; 5681 ;    ;    ; 223 ; 4422 ;  1      ;   ;      ;    ;12.06.09 ; Суворова 103А       ; столб                                         ; 52.069431; 23.759209;G
$;M;R  ;BR.; Брест               ; BREST        ;227 ; 5690 ;1   ;456 ; 227 ; 6137 ;123456789;227; 4011 ;567 ;30.08.08 ; Карбышева 41      ; Брестский областной агропромышленный союз, мачта; 52.095273; 23.695573;G
$;M;R  ;BR.; Брест               ;              ;    ; 5690 ;    ;    ; 227 ;  483 ;1234     ;   ;      ;    ;30.08.08 ; Карбышева 41      ; Брестский областной агропромышленный союз, мачта (PSC=011); 52.095273; 23.695573;G
$;M;R  ;BR.; Брест               ;              ;    ; 5690 ;    ;    ; 227 ; 2115 ;56       ;   ;      ;    ;30.08.08 ; Карбышева 41      ; Брестский областной агропромышленный союз, мачта; 52.095273; 23.695573;G
$;M;R  ;BR.; Брест               ; BREST        ;224 ; 5700 ;123 ;456 ; 224 ; 6138 ;123456789;224; 4011 ;9   ;16.12.08 ; Орловская 50        ; магазин "Брусничка", мачта                    ; 52.109356; 23.781055;G
$;M;R  ;BR.; Брест               ;              ;    ; 5700 ;    ;    ; 224 ; 4425 ;  5      ;224; 4014 ;0   ;11.11.17 ; Орловская 50        ; магазин "Брусничка", мачта                    ; 52.109356; 23.781055;G
$;M;R  ;BR.; Брест               ; BREST        ;227 ; 5702 ;12  ;456 ; 227 ; 6139 ;123456789;227; 4014 ;123 ;18.07.07 ; Карла Маркса 37     ; здание быв. кинотеатра "Смена", трубостойки   ; 52.091464; 23.688823;G
$;M;R  ;BR.; Брест               ;              ;    ; 5702 ;    ;    ; 227 ; 6140 ;123456789;   ;      ;    ;14.04.17 ; Карла Маркса 37     ; здание быв. кинотеатра "Смена", трубостойки   ; 52.091464; 23.688823;G
$;M;R  ;BR.; Брест               ;              ;    ; 5702 ;    ;    ; 227 ; 2131 ;12  56   ;   ;      ;    ;14.04.17 ; Карла Маркса 37     ; здание быв. кинотеатра "Смена", трубостойки   ; 52.091464; 23.688823;G
$;M;R  ;BR.; Брест               ; BREST        ;223 ; 5703 ;123 ;456 ; 223 ; 6141 ;123456789;223; 4014 ;456 ;23.05.07 ; Окт.Революции 2     ; здание гребного канала, трубостойки           ; 52.082237; 23.741510;G
$;M;R  ;BR.; Брест               ;              ;    ; 5703 ;    ;    ; 223 ; 1107 ;123456789;   ;      ;    ;23.05.07 ; Окт.Революции 2     ; здание гребного канала, трубостойки           ; 52.082237; 23.741510;G
$;M;R  ;BR.; Брест               ;              ;    ; 5703 ;    ;    ; 223 ; 1197 ;  3      ;   ;      ;    ;23.05.07 ; Окт.Революции 2     ; здание гребного канала, трубостойки           ; 52.082237; 23.741510;G
$;M;R  ;BR.; Брест               ;              ;    ; 5703 ;    ;    ; 223 ; 2206 ;4 67 9   ;   ;      ;    ;23.05.07 ; Окт.Революции 2     ; здание гребного канала, трубостойки           ; 52.082237; 23.741510;G
$;M;R  ;BR.; Брест               ; BREST        ;223 ; 5705 ;123 ;456 ; 223 ; 6142 ;123456789;223; 4014 ;789 ;17.01.08 ; мкр-н Южный         ; территория ЦТП N1 БКХ, опорная мачта          ; 52.061736; 23.728475;G
$;M;R  ;BR.; Брест               ;              ;    ; 5705 ;    ;    ; 223 ; 2059 ;45       ;   ;      ;    ;17.01.08 ; мкр-н Южный         ; территория ЦТП N1 БКХ, опорная мачта          ; 52.061736; 23.728475;G
$;M;R  ;BR.; Брест               ; BREST        ;227 ; 5706 ; 23 ;456 ; 227 ; 6143 ;123456789;227; 4032 ;012 ;24.10.07 ; Машерова пр. 17     ; ЦУМ, трубостойки                              ; 52.085545; 23.694734;G
$;M;R  ;BR.; Брест               ;              ;    ; 5706 ;    ;    ; 227 ; 2115 ;89       ;   ;      ;    ;24.10.07 ; Машерова пр. 17     ; ЦУМ, трубостойки                              ; 52.085545; 23.694734;G
$;M;R  ;BR.; Брест               ;              ;    ; 5706 ;    ;    ; 227 ; 2117 ;  1      ;   ;      ;    ;24.10.07 ; Машерова пр. 17     ; ЦУМ, трубостойки                              ; 52.085545; 23.694734;G
$;M;R  ;BR.; Брест               ; BREST        ;227 ; 5707 ;1 3 ;456 ; 227 ; 6144 ;123456789;227; 4032 ;345 ;28.01.08 ; Воровского 10       ; бассейн "Нептун", мачта                       ; 52.087905; 23.683201;G
$;M;R  ;BR.; Брест               ;              ;    ; 5707 ;    ;    ; 227 ; 4425 ;67       ;   ;      ;    ;28.01.08 ; Воровского 10       ; бассейн "Нептун", мачта                       ; 52.087905; 23.683201;G
$;M;R  ;BR.; Брест               ; BREST      	;223 ; 5708 ;123 ;456 ; 223 ; 6145 ;123456789;223; 4032 ;78  ;31.12.07 ; мкр-н Ковалево      ; рынок стройматериалов, мачта                  ; 52.064274; 23.760623;G
$;M;R  ;BR.; Брест               ;            	;    ; 5708 ;    ;    ; 223 ; 6146 ;1  4  7  ;   ;      ;    ;31.05.16 ; мкр-н Ковалево      ; рынок стройматериалов, мачта                  ; 52.064274; 23.760623;G
$;M;R  ;BR.; Брест               ;            	;    ; 5708 ;    ;    ; 223 ; 2083 ;3456     ;   ;      ;    ;31.05.16 ; мкр-н Ковалево      ; рынок стройматериалов, мачта                  ; 52.064274; 23.760623;G
$;M;R  ;BR.; Брест               ; BREST        ;224 ; 5709 ;123 ;456 ; 224 ; 6147 ;123456789;224; 4032 ;9   ;20.02.08 ; Московская 336/5    ; столб                                         ; 52.104791; 23.763971;G
$;M;R  ;BR.; Брест               ;              ;    ; 5709 ;    ;    ; 224 ; 6148 ;1  4  7  ;224; 4033 ;01  ;25.03.16 ; Московская 336/5    ; столб                                         ; 52.104791; 23.763971;G
$;M;R  ;BR.; Брест               ;              ;    ; 5709 ;    ;    ; 224 ; 1687 ;2345     ;   ;      ;    ;25.03.16 ; Московская 336/5    ; столб                                         ; 52.104791; 23.763971;G
$;M;R  ;BR.; Брест               ; BREST        ;224 ; 5710 ;12  ;45  ; 224 ; 6149 ;12 45 78 ;224; 4033 ;23  ;16.07.08 ; Московская 202      ; ТЦ "Европа", трипод                           ; 52.095234; 23.736103;G
$;M;R  ;BR.; Брест               ; BREST        ;224 ; 5711 ; 23 ;456 ; 224 ; 6150 ;123456789;224; 4033 ;4 6 ;16.07.08 ; Сов.Конституции 21  ; магазин птицефабрики "Медно", мачта           ; 52.106437; 23.753537;G
$;M;R  ;BR.; Брест               ;              ;    ; 5711 ;    ;    ; 224 ; 2117 ;45       ;   ;      ;    ;16.07.08 ; Сов.Конституции 21  ; магазин птицефабрики "Медно", мачта           ; 52.106437; 23.753537;G
$;M;R  ;BR.; Брест               ; BREST        ;224 ; 5712 ;123 ;456 ; 224 ; 6151 ;123456789;224; 4033 ;789 ;15.06.08 ; Старозадворская 4   ; рынок "Задворцы", триподы                     ; 52.122579; 23.771490;G
$;M;R  ;BR.; Брест               ;              ;    ; 5712 ;    ;    ; 224 ; 4427 ; 1       ;   ;      ;    ;15.06.08 ; Старозадворская 4   ; рынок "Задворцы", триподы                     ; 52.122579; 23.771490;G
$;M;R  ;BR.; Брест               ; BREST        ;224 ; 5713 ;123 ;456 ; 224 ; 6152 ;  3  6  9;224; 4034 ;0 2 ;20.02.08 ; Новосельская 21     ; столб                                         ; 52.118957; 23.718162;G
$;M;R  ;BR.; Брест               ; BREST        ;227 ; 5714 ;123 ;456 ; 227 ; 6153 ;123456789;227; 4034 ;345 ;18.06.08 ; Набережная 34       ; столб                                         ; 52.085314; 23.713402;G
$;M;R  ;BR.; Брест               ; BREST        ;227 ; 5722 ;1 3 ;456 ; 227 ; 6156 ;123456789;227; 4034 ;89  ;04.04.08 ; Карбышева 25        ; магазин "Сад и огород", мачта                 ; 52.097666; 23.691280;G
$;M;R  ;BR.; Брест               ;              ;    ; 5722 ;    ;    ; 227 ; 6157 ;12 45 78 ;227; 4048 ;0   ;15.05.16 ; Карбышева 25        ; магазин "Сад и огород", мачта                 ; 52.097666; 23.691280;G
$;M;R  ;BR.; Брест               ;              ;    ; 5722 ;    ;    ; 227 ; 1984 ; 6       ;   ;      ;    ;15.05.16 ; Карбышева 25        ; магазин "Сад и огород", мачта                 ; 52.097666; 23.691280;G
$;M;R  ;BR.; Брест               ; BREST        ;227 ; 5723 ;123 ;456 ; 227 ; 6158 ;123456789;227; 4048 ;123 ;16.07.08 ; б-р Космонавтов 99А ; ЦТП-1-36, мачта                               ; 52.088749; 23.701289;G
$;M;R  ;BR.; Брест               ;              ;    ; 5723 ;    ;    ; 227 ; 2085 ;5        ;   ;      ;    ;16.07.08 ; б-р Космонавтов 99А ; ЦТП-1-36, мачта                               ; 52.088749; 23.701289;G
$;M;R  ;BR.; Брест               ; BREST        ;220 ; 5725 ;123 ;456 ; 220 ; 6159 ;123456789;220; 4048 ;56  ;18.07.07 ; пер.Брестских див.6Б; столб                                         ; 52.104915; 23.673713;G
$;M;R  ;BR.; Брест               ;              ;    ; 5725 ;    ;    ; 220 ; 6160 ;12 45 78 ;   ;      ;    ;01.11.15 ; пер.Брестских див.6Б; столб                                         ; 52.104915; 23.673713;G
$;M;R  ;BR.; Брест               ;              ;    ; 5725 ;    ;    ; 220 ; 2154 ;   4     ;   ;      ;    ;08.01.24 ; пер.Брестских див.6Б; столб                                         ; 52.104915; 23.673713;G
$;M;R  ;BR.; Брест               ; BREST        ;223 ; 5726 ;123 ;456 ; 223 ; 6161 ;123456789;223; 4048 ;789 ;23.05.07 ; Волгоградская 19    ; рынок "Ковалево", столб                       ; 52.077479; 23.756027;G
$;M;R  ;BR.; Брест               ;              ;    ; 5726 ;    ;    ; 223 ; 5232 ;1  4  7  ;   ;      ;    ;25.04.17 ; Волгоградская 19    ; рынок "Ковалево", столб                       ; 52.077479; 23.756027;G
$;M;R  ;BR.; Брест               ;              ;    ; 5726 ;    ;    ; 223 ; 2136 ;678      ;   ;      ;    ;25.04.17 ; Волгоградская 19    ; рынок "Ковалево", столб                       ; 52.077479; 23.756027;G
$;M;R  ;BR.; Брест               ; BREST        ;220 ; 5761 ;123 ;456 ; 220 ; 6169 ;1234 678 ;220; 4049 ;0 2 ;07.11.08 ; Адамковская 58      ; здание ОПС-14, мачта                          ; 52.104927; 23.652958;G
$;M;R  ;BR.; Брест               ;              ;    ; 5761 ;    ;    ; 220 ; 1135 ;12       ;   ;      ;    ;07.11.08 ; Адамковская 58      ; здание ОПС-14, мачта                          ; 52.104927; 23.652958;G
$;M;R  ;BR.; Брест               ; BREST        ;224 ; 5766 ;123 ;456 ; 224 ; 6171 ;123456789;224; 4049 ;345 ;05.09.08 ; Скрипникова 123     ; Евроопт, мачта                                ; 52.108529; 23.725699;G
$;M;R  ;BR.; Брест               ;              ;    ; 5766 ;    ;    ; 224 ; 2119 ;456      ;   ;      ;    ;05.09.08 ; Скрипникова 123     ; Евроопт, мачта                                ; 52.108529; 23.725699;G
$;M;R  ;BR.; Брест               ; BREST        ;227 ; 5776 ; 2  ;456 ; 227 ; 6174 ;123456789;227; 4049 ;678 ;22.11.07 ; Карла Маркса 19     ; Областное объединение профсоюзов, мачта       ; 52.095185; 23.685218;G
$;M;R  ;BR.; Брест               ;              ;    ; 5776 ;    ;    ; 227 ;  115 ;1  4  7  ;   ;      ;    ;22.11.07 ; Карла Маркса 19     ; Областное объединение профсоюзов, мачта       ; 52.095185; 23.685218;G
$;M;R  ;BR.; Брест               ;              ;    ; 5776 ;    ;    ; 227 ; 2178 ; 1 3     ;   ;      ;    ;22.11.07 ; Карла Маркса 19     ; Областное объединение профсоюзов, мачта       ; 52.095185; 23.685218;G
$;M;R  ;BR.; Брест               ; BREST        ;220 ; 5777 ;123 ;456 ; 220 ; 6175 ;1 3456789;220; 4049 ;9   ;10.02.08 ; Катин Бор 111Б      ; СП "ЕвроТрейд", опорная мачта 40м             ; 52.141706; 23.656198;G
$;M;R  ;BR.; Брест               ;              ;    ; 5777 ;    ;    ;     ;      ;         ;220; 4051 ;01  ;12.11.17 ; Катин Бор 111Б      ; СП "ЕвроТрейд", опорная мачта 40м             ; 52.141706; 23.656198;G
$;M;R  ;BR.; Брест               ; BREST        ;220 ; 5792 ;123 ;456 ; 220 ; 6177 ;12 45 78 ;220; 4051 ;23  ;20.07.08 ; Лейтенанта Рябцева  ; котельная, мачта                              ; 52.132135; 23.671823;G
$;M;R  ;BR.; Брест               ;              ;    ; 5958 ;    ;    ; 220 ; 6193 ;12 456 8 ;   ;      ;    ;26.04.17 ; Комбинатовская 11   ; гаражно-потребительский кооператив, столб     ; 52.099425; 23.642572;G
$;M;R  ;BR.; Брест               ; BREST        ;220 ; 5960 ;    ;456 ; 220 ; 6194 ;12 45678 ;   ;      ;    ;29.04.15 ; Смирнова-Клейниковская; башня 40м                                   ; 52.124423; 23.626481;G
$;M;R  ;BR.; Брест               ;              ;    ; 6033 ;    ;    ; 223 ; 1290 ;123456789;   ;      ;    ;28.03.19 ; Варшавское шоссе 41 ; отель "Hampton by Hilton", трубостойки        ; 52.074203; 23.708212;G
$;M;R  ;BR.; Брест               ;              ;    ; 6033 ;    ;    ; 223 ; 4500 ;1        ;   ;      ;    ;28.03.19 ; Варшавское шоссе 41 ; отель "Hampton by Hilton", трубостойки        ; 52.074203; 23.708212;G
$;M;R  ;BR.; Брест               ;              ;    ; 6113 ;    ;    ; 223 ;  162 ;1  45  89;   ;      ;    ;08.08.19 ; Волгоградская 4     ; опора освещения (север)                       ; 52.072456; 23.755747;G
$;M;R  ;BR.; Брест               ;              ;    ; 6113 ;    ;    ; 223 ;  179 ;  34  7  ;   ;      ;    ;08.08.19 ; Волгоградская 4     ; опора освещения (север)                       ; 52.072456; 23.755747;G
$;M;R  ;BR.; Брест               ;              ;    ; 6113 ;    ;    ; 223 ;  162 ; 23  67  ;   ;      ;    ;08.08.19 ; Волгоградская 4     ; опора освещения (юг)                          ; 52.071888; 23.755879;G
$;M;R  ;BR.; Брест               ;              ;    ; 6113 ;    ;    ; 223 ;  179 ;12  56   ;   ;      ;    ;08.08.19 ; Волгоградская 4     ; опора освещения (юг)                          ; 52.071888; 23.755879;G
$;M;R  ;BR.; Брест               ;              ;    ; 6114 ;    ;    ; 224 ; 4510 ;12345 789;224; 4179 ;0   ;08.08.19 ; Московская 210      ; рекламный щит                                 ; 52.096673; 23.747332;G
$;M;R  ;BR.; Брест               ;              ;    ; 6114 ;    ;    ; 224 ; 4511 ;1234567  ;224; 4180 ;0   ;08.08.19 ; Московская 210      ; рекламный щит                                 ; 52.096673; 23.747332;G
$;M;R  ;BR.; Брест               ;              ;    ; 6115 ;    ;    ; 224 ;  288 ;      7  ;224;  379 ;5   ;08.08.19 ; Московская 267      ; БрГТУ, трубостойки                            ; 52.096806; 23.759432;G
$;M;R  ;BR.; Брест               ;              ;    ; 6115 ;    ;    ; 224 ;  299 ;12 45 7  ;   ;      ;    ;08.08.19 ; Московская 267      ; БрГТУ, трубостойки                            ; 52.096806; 23.759432;G
$;M;R  ;BR.; Брест               ;              ;    ; 6410 ;    ;    ; 224 ; 1427 ;        9;   ;      ;    ;08.08.19 ; Сов.Конституции 26/1; общежитие, трубостойки                        ; 52.108806; 23.753336;G
$;M;R  ;BR.; Брест               ;              ;    ; 6410 ;    ;    ; 224 ; 1428 ;      7 9;   ;      ;    ;08.08.19 ; Сов.Конституции 26/1; общежитие, трубостойки                        ; 52.108806; 23.753336;G
$;M;R  ;BR.; Брест               ;              ;    ; 6410 ;    ;    ; 224 ; 1430 ;  3      ;   ;      ;    ;08.08.19 ; Сов.Конституции 26/1; общежитие, трубостойки                        ; 52.108806; 23.753336;G

$;M;R  ;BR.; Брест               ;              ;    ;      ;    ;    ; 223 ; 2089 ;12 456   ;   ;      ;    ;28.07.17 ; 28 июля 45А         ; автостоянка, передвижная БС А7521В-7          ; 52.080107; 23.739168;G
$;M;R  ;BR.; Брест               ;              ;    ;      ;    ;    ; 223 ; 4554 ;12 45    ;   ;      ;    ;28.07.17 ; 28 июля 45А         ; автостоянка, передвижная БС А7521В-7          ; 52.080107; 23.739168;G

$;M;RVU;BR.; Брест               ; BREST        ;    ;Repiter;   ;    ;     ;      ;         ;   ;      ;    ;21.05.11 ; Московская 210      ; ТЦ "Корона", репитер от БС 704.4              ; 52.096658; 23.744954;G
$;M;RVU;BR.; Брест               ; BREST        ;    ;Repiter;   ;    ;     ;      ;         ;   ;      ;    ;30.01.10 ; Московская 210      ; ТЦ "Корона", репитер от БС 2722.3             ; 52.096658; 23.744954;G
$;M;RVU;BR.; Брест               ; BREST        ;    ;Repiter;   ;    ;     ;      ;         ;   ;      ;    ;05.02.07 ; Машерова пр. 17     ; цокольный этаж ЦУМа, репитер от БС 5706.2     ; 52.085301; 23.694938;G

$;M;R  ;BR.; Брест               ;              ;    ;      ;    ;    ; 223 ; 4427 ;        9;   ;      ;    ;08.08.19 ; ?                   ; U2100: 4-я несущая в р-не БС 0727 и 4706      ;          ;          ;

$;M;P  ;BR.; Брест               ;              ;    ; 4707 ;    ;    ;     ;      ;         ;220; 3475 ;3   ;11.05.17 ; ?                   ; U900: БС 4707? *питон*                        ;          ;          ;
$;M;P  ;BR.; Брест               ;              ;    ; 5713 ;    ;    ;     ;      ;         ;224; 4034 ;1   ;08.05.17 ; ?                   ; U900: БС 5713? *питон*                        ;          ;          ;
$;M;P  ;BR.; Брест               ;              ;    ; 5725 ;    ;    ;     ;      ;         ;220; 4048 ;4   ;08.05.17 ; ?                   ; U900: БС 5725? *питон*                        ;          ;          ;
$;M;P  ;BR.; Брест               ;              ;    ; 4760 ;    ;    ;     ;      ;         ;220; 4053 ;8   ;31.10.17 ; ?                   ; U900: БС 4760? *питон*                        ;          ;          ;
$;M;P  ;BR.; Брест               ;              ;    ; 4776 ;    ;    ;     ;      ;         ;220; 4055 ;0   ;08.05.17 ; ?                   ; U900: БС 4776? *питон*                        ;          ;          ;
$;M;P  ;BR.; Брест               ;              ;    ; 5110 ;    ;    ;     ;      ;         ;220; 4089 ;7   ;14.09.17 ; ?                   ; U900: БС 5110? *питон*                        ;          ;          ;

$;M;S  ;BR.; Брест               ;              ;    ; 6123 ;    ;    ;     ;      ;         ;   ;      ;    ;08.08.19 ; Рокоссовского 1Е    ; опора освещения (запад)                       ; 52.059197; 23.739461;G
$;M;S  ;BR.; Брест               ;              ;    ; 6123 ;    ;    ;     ;      ;         ;   ;      ;    ;08.08.19 ; Рокоссовского 1Е    ; опора освещения (восток)                      ; 52.059128; 23.740620;G
$;M;S  ;BR.; Брест               ;              ;    ; 6215 ;    ;    ;     ;      ;         ;   ;      ;    ;08.08.19 ; Октябрьской Революции 4; опора освещения (запад)                    ; 52.082942; 23.759231;G
$;M;S  ;BR.; Брест               ;              ;    ; 6215 ;    ;    ;     ;      ;         ;   ;      ;    ;08.08.19 ; Октябрьской Революции 4; опора освещения (восток)                   ; 52.083054; 23.760296;G
$;M;S  ;BR.; Брест               ;              ;    ; 6274 ;    ;    ;     ;      ;         ;   ;      ;    ;12.09.23 ; Махновича 24        ; опора освещения (северо-восток)               ; 52.069721; 23.704279;G
$;M;S  ;BR.; Брест               ;              ;    ; 6274 ;    ;    ;     ;      ;         ;   ;      ;    ;12.09.23 ; Махновича 24        ; опора освещения (юго-запад)                   ; 52.069137; 23.703091;G
$;M;S  ;BR.; Брест               ;              ;    ; 6407 ;    ;    ;     ;      ;         ;   ;      ;    ;08.08.19 ; Карьерная           ; башня 40м                                     ; 52.059409; 23.767535;G
$;M;S  ;BR.; Брест               ;              ;    ; 6414 ;    ;    ;     ;      ;         ;   ;      ;    ;08.08.19 ; Партизанский пр. 20А; жилой дом, мачта                              ; 52.106050; 23.758780;G*
$;M;S  ;BR.; Брест               ;              ;    ; 6415 ;    ;    ;     ;      ;         ;   ;      ;    ;08.08.19 ; Лейтенанта Рябцева 33; столб                                        ; 52.128127; 23.673957;G*
$;M;S  ;BR.; Брест               ;              ;    ; 6419 ;    ;    ;     ;      ;         ;   ;      ;    ;08.08.19 ; Московская 267      ; технический университет, трипод               ; 52.094059; 23.760146;G*
$;M;S  ;BR.; Брест               ;              ;    ; 6475 ;    ;    ;     ;      ;         ;   ;      ;    ;13.11.23 ; Красногвардейская 125;Брестводоканал, мачта                         ; 52.122620; 23.695530;G
$;M;S  ;BR.; Брест               ;              ;    ; 6541 ;    ;    ;     ;      ;         ;   ;      ;    ;23.02.23 ; Карьерная 11        ; мачта                                         ; 52.068838; 23.748051;G
$;M;S  ;BR.; Брест               ;              ;    ; 6542 ;    ;    ;     ;      ;         ;   ;      ;    ;08.08.19 ; Луцкая 37           ; опорная мачта A1                              ; 52.075409; 23.758463;G
