KIND;OPR;STAT;AREA;CITY          ; CB          ; LAC ; CID ;GSM ;DCS ;3G L ; 3G C ;  3G S   ;U-L; U900 ;U-S ;  DATE   ; ADDR                  ; REM                                                  ;  OZIN     ;  OZIE  ;LOCK

/;Менская вобласць

$;V;S  ;MIO; Дворышча            ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;18.06.16; Любанскі р-н         ; апорная мачта                                        ; 52.533946; 28.329216;G
$;V;S  ;MIO; Палічын             ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;18.06.16; Любанскі р-н         ; вежа 70м                                             ; 52.593107; 28.264962;G
$;V;S  ;MIO; Паварчыцы           ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;31.05.18; Салігорскі р-н       ; апорная мачта?                                       ; 52.711490; 27.381715;G*
$;V;S  ;MIO; Менск (Азярцо)      ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;01.03.21; Менскі р-н           ; Шчомысліцкі с/c  101к3, слуп                         ; 53.850524; 27.420234;G*
$;V;S  ;MIO; Волма               ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;26.05.22; Смалевіцкі р-н       ; слуп 26м                                                 ; 53.889050; 27.916073;Y
$;V;S  ;MIO; Усяж                ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;26.05.22; Смалевіцкі р-н       ; слуп 26м                                                 ; 54.075771; 28.000962;Y
$;V;S  ;MIO; Наносы              ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;26.05.22; Мядзелскі р-н        ; ????                                                 ; 54.863064; 26.713000;Y
$;V;S  ;MIO; Цэнтральны          ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;26.10.22; Смалевіцкі р-н       ; мачта 39м                                            ; 54.035422; 28.273145;Y
$;V;S  ;MIO; Салігорск           ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;02.12.22; Васкрасенская 4      ; апора асвятлення                                     ; 52.785438; 27.494293;G
$;V;S  ;MIO; Салігорск           ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;02.12.22; Кастрычніцкая 96     ; слуп 26м                                             ; 52.791847; 27.502374;G
$;V;S  ;MIO; Салігорск           ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;02.12.22; Кастрычніцкая 111A   ; апора асвятлення                                     ; 52.789517; 27.496802;G
$;V;S  ;MIO; Салігорск           ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;02.12.22; Кастрычніцкая 40     ; слуп 26м                                             ; 52.791462; 27.515593;G
$;V;S  ;MIO; Салігорск           ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;02.12.22; Горкага 4А/4         ; слуп 26м                                             ; 52.789650; 27.554544;G
$;V;S  ;MIO; Салігорск           ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;02.12.22; Лясны пр-д 1         ; слуп 26м                                             ; 52.771882; 27.530568;G
$;V;S  ;MIO; Салігорск           ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;02.12.22; Лясны пр-д 3         ; трыпод                                               ; 52.768845; 27.529317;G
$;V;S  ;MIO; Зарэчча             ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;15.02.23; Смалявіцкі р-н       ; мачта 39м                                            ; 53.832198; 27.978966;Y
$;V;S  ;MIO; Клецк               ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;27.02.23; Лермантава           ; вежа 70м                                             ; 53.073037; 26.649882;G
$;V;S  ;MIO; Раманы              ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;19.06.23; Маладзечанскі р-н    ; мачта 39м                                            ; 54.124984; 27.112593;Y
$;V;S  ;MIO; Дружычы             ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;02.08.23; Валожынскі р-н       ; слуп 26м                                             ; 53.988201; 26.881867;Y
$;V;S  ;MIO; Лугавая Слабада     ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;06.09.23; Менскі р-н           ; М4, ступ 26м                                         ; 53.781336; 27.849703;Y
$;V;S  ;MIO; Заполле             ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;06.09.23; Чэрвенскі р-н        ; М4, слуп 26м                                         ; 53.769550; 27.988859;Y
$;V;S  ;MIO; Валевачы            ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;06.09.23; Чэрвенскі р-н        ; М4, слуп 26м                                         ; 53.761651; 28.157987;Y
$;V;S  ;MIO; Рудня               ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;07.09.23; Дзяржынскі р-н       ; мачта 39м?                                           ; 53.615283; 27.070337;Y
$;V;S  ;MIO; Ратынцы             ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;21.09.23; Валожынскі р-н       ; Фаворітъ яго ведае што                               ; 53.931993; 26.961440;Y
$;V;S  ;MIO; Лізавецін           ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;04.03.23; Дзяржынскі р-н       ; слуп 26м                                             ; 53.761065; 27.201770;Y
$;V;S  ;MIO; Барсукі             ;             ;     ;     ;    ;    ;     ;      ;         ;   ;      ;    ;12.10.23; Смалевіцкі р-н       ; Цэнтральная, Белпошта, мачта                         ; 54.083941; 28.265930;G

$;V;R  ;MIO; Любань?             ;             ; 117 ;  74 ;123 ;    ; 117 ; 3980 ;1 34 6   ;117; 5074 ;1 3 ;11.10.22; ???                  ; (?) - Фаворітъ его ведае дзе ;;;
$;V;R  ;MIO; Любань?             ;             ; 117 ; 129 ; 23 ;4   ;     ;      ;         ;   ;      ;    ;11.10.22; ???                  ; (?) - Фаворітъ его ведае дзе ;;;
$;V;R  ;MIO; Салігорск?          ;             ; 117 ; 178 ;13  ;    ;     ;      ;         ;117; 5178 ; 3  ;11.10.22; ???                  ; (283) - Фаворітъ его ведае дзе ;;;
$;V;R  ;MIO; Нясвіж?             ;             ; 111 ; 198 ;1 3 ;    ; 111 ; 3198 ;  3      ;111; 5198 ; 3  ;26.01.19;                      ; .3 - надзьмула па чыгункіСтоўбцы-Гарадзея, .1 у Нясвіжы ;;;
$;V;R  ;MIO; ???                 ;             ; 111 ; 201 ;  3 ; 56 ;     ;      ;         ;   ;      ;    ;03.08.23; Стаўбцкоўскі р-н?    ; Агароднікі-Цеснавая ;;;
$;V;R  ;MIO; ?                   ;             ; 142 ; 223 ; 2  ;    ;     ;      ;         ;   ;      ;    ;08.05.16; Нясвіжскі р-н        ; каля Альба                                          ;          ;          ;
$;V;R  ;MIO; ???                 ;             ; 115 ; 392 ;1   ;    ;     ;      ;         ;   ;      ;    ;15.06.09; Вілейскі р-н         ; Вілейскае вдхр., крыніца дадзеных - Google            ; 54.491737; 27.221537;*
$;V;R  ;MIO; Слуцк?              ;             ; 117 ; 433 ;    ; 5  ; 117 ; 3433 ; 2  5  8 ;117; 5433 ; 2  ;09.10.19; ???                  ; (275) - новая БС на поўдні Слуцку ;;;
$;V;R  ;MIO; ???                 ; MYSLEVICHI  ; 115 ; 447 ;123 ;4   ; 115 ; 3447 ;1 34567 9;115; 5447 ;123 ;25.05.19; ?                    ; на паўднёвы ўсход ад Маладзечна, Мыслевічы-Адамовічы?  ;;;
$;V;R  ;MIO; ???                 ;             ;     ; 447 ;    ;    ; 115 ; 4447 ;1 3      ;   ;      ;    ;04.02.20; ?                    ; на паўднёвы ўсход ад Маладзечна, Мыслевічы-Адамовічы?  ;;;
$;V;R  ;MIO; ???                 ;             ; 116 ; 450 ;1   ;    ;     ;      ;         ;   ;      ;    ;13.06.22; ?                    ; ch 89 - Бараўляны-Лескаўка ;;;
$;V;R  ;MIO; ???                 ;             ; 113 ; 455 ;1 3 ;    ;     ;      ;         ;   ;      ;    ;30.04.19; Крупскі р-н?         ; ANDYRI яго ведае дзе ;;;
$;V;R  ;MIO; Мікалаеўшчына?      ;             ; 111 ; 467 ; 23 ;    ; 111 ; 3467 ; 2       ;   ;      ;    ;04.02.20; Стаўбцкоўскі р-н     ; новая БС ці довес на МТС 2044? (502) .2 - надзьмула ў Старых Навасёлках  ;;;
$;V;R  ;MIO; ???                 ;             ; 113 ; 504 ;  3 ;    ;     ;      ;         ;   ;      ;    ;04.06.10;                      ; у суседзях у Халопенічах, .3 -каля Глівіна па *пітон*; 54.149563; 28.554033;*
$;V;R  ;MIO; ???                 ;             ; 113 ; 545 ;    ;    ;     ;      ;         ;   ;      ;    ;29.10.20;                      ; ch 812 - каля Копішча ;;;
$;V;R  ;MIO; ???                 ;             ; 144 ; 632 ;    ;    ;     ;      ;         ;   ;      ;    ;31.12.09;                      ; поруч Старобіна                                      ;          ;          ;
$;V;R  ;MIO; ???                 ;             ; 113 ; 643 ;12  ;    ;     ;      ;         ;113; 5643 ;1   ;19.12.15; Барысаўскі р-н       ; лавілася па чыгунке побач з о.п. Замужанье                ; 54.242277; 28.743344;*
$;V;R  ;MIO; Барысаў?            ;             ; 113 ; 716 ;123 ;    ;     ;      ;         ;   ;      ;    ;16.07.19;                      ; у р-не вул. Завадскі ;;;
$;V;R  ;MIO; ???                 ;             ; 113 ; 727 ; 23 ;    ; 113 ; 2727 ; 23 56 8 ;113; 5727 ; 23 ;30.05.21; ???                  ; (385,273) - вылаўлена з М1, поўдзень Барысава? ;;;
$;V;R  ;MIO; ???                 ;             ;     ; 727 ;    ;    ; 113 ; 1727 ; 23      ;113; 5727 ;5   ;30.05.21; ???                  ; (385,273) - вылаўлена з М1, поўдзень Барысава? ;;;
$;V;R  ;MIO; ???                 ;             ; 115 ; 752 ; 23 ;    ; 115 ; 2752 ; 23 56   ;115; 5752 ; 2  ;04.08.22; ???                  ; (501,202) - па чыг. у Маладзечна ;;;
$;V;R  ;MIO; ???                 ;             ; 115 ; 794 ;123 ;    ;     ;      ;         ;115; 5794 ;12  ;07.08.21; Маладзечанскі р-н?   ; ch? – у р-не Бярэзінскае, .2 - М7 ГРО-МіО Полочаны? ;;;
$;V;R  ;MIO; Соўлава?            ;             ; 115 ; 800 ;12  ;    ; 115 ; 2800 ; 2  5    ;115; 5800 ; 2  ;27.10.20; Маладзечанскі р-н    ; ?                                                    ; 54.272532; 26.529999;G
$;V;R  ;MIO; ???                 ;             ; 115 ; 804 ;12  ;    ; 115 ; 2804 ;1  4     ;115; 5804 ;12 5;06.08.21; Маладзечанскі р-н??? ; (217) - дад. сектар у р-не Аляхновічаў ;;;
$;V;R  ;MIO; ???                 ;             ; 144 ; 808 ;1   ;    ;     ;      ;         ;   ;      ;    ;18.06.12; Салігорскі р-н       ; .1 - поруч Салігорска                                ; 52.829048; 27.599724;*
$;V;R  ;MIO; ???                 ;             ; 116 ; 871 ;123 ;    ; 116 ; 3871 ;17       ;116; 5985 ;1   ;23.05.18; Лагойскі р-н         ; ??? - :::npk94::: яго ведае дзе на М3    psc59 за Плешчаніцамі            ;          ;          ;
$;V;R  ;MIO; Слуцк?              ;             ; 117 ; 929 ;1 3 ;    ;     ;      ;         ;   ;      ;    ;29.01.19;                      ; Багдановіча/Уреченская ;;;
$;V;R  ;MIO; ???                 ;             ;     ; 958?;    ;    ; 116 ; 2958 ;  3  6  9;116; 5958 ; 23 ;13.06.22; ???                  ; (365,454?) каля Аколіцы ;;;
$;V;R  ;MIO; ???                 ;             ;     ; 958?;    ;    ; 116 ; 4958 ;  3      ;116; 5958 ;5   ;23.11.22; ???                  ; (250?) каля Аколіцы ;;;
$;V;R  ;MIO; ???                 ;             ; 117 ;1939 ; 2  ;    ;     ;      ;         ;   ;      ;    ;03.08.23; Старадарожскі р-н?   ; ???  ;;;
$;V;R  ;MIO; ???                 ;             ; 108 ;2007 ;1   ;    ;     ; 625? ;         ;   ;      ;    ;31.07.20; ???                  ; ch92 - каля Бальшавіка, 625 перахрысцілі? - раён Зацані ;;;
$;V;R  ;MIO; ???                 ;             ; 102 ;2289 ;12  ;    ;     ;      ;         ;   ;      ;    ;08.11.21; ???                  ; - па дарозе ў Сёмкава з Навінкі ;;;
$;V;R  ;MIO; Салігорск?          ;             ; 117 ; 737 ;1   ;    ; 117 ; 3737 ;1  4     ;   ;      ;    ;01.12.22; ???                  ; (487) - Фаворітъ его ведае дзе ;;;
$;V;R  ;MIO; Салігорск?          ;             ; 117 ; 966 ;  3 ;    ;     ;      ;         ;   ;      ;    ;01.12.22; ???                  ; (?) - Фаворітъ его ведае дзе ;;;
$;V;R  ;MIO; ???                 ;             ; 116 ; 968 ;1 3 ;    ; 116 ; 1068 ;   4 6   ;   ;      ;    ;18.02.23; ???                  ; - (хв,,83) у суседзях па М6 Ракаў-Навіны, ДАЛ Палачанка? ;;;
$;V;R  ;MIO; ???                 ;             ;     ; 968 ;    ;    ; 116 ; 4068 ;1        ;   ;      ;    ;26.02.23; ???                  ; - (330) каля Ракава (46.х), ДАЛ Палачанка? ;;;
$;V;R  ;MIO; ???                 ;             ; 102 ;1198 ;1   ;    ;     ;      ;         ;   ;      ;    ;25.02.23; ???                  ; - у суседзях па МКАД р-н Цна ;;;
$;V;R  ;MIO; ???                 ;             ;     ;     ;    ;    ; 116 ; 1757 ;  3  6   ;   ;      ;    ;12.07.23; ???                  ; (291) - побач з Лукавец Р58 ;;;
$;V;R  ;MIO; ???                 ;             ;     ;     ;    ;    ; 115 ; 3818 ;  3      ;   ;      ;    ;12.07.23; ???                  ; (321) - каля Ерхі ;;;
$;V;R  ;MIO; ???                 ;             ; 117 ; 950 ; 2  ; 5  ;     ;      ;         ;   ;      ;    ;02.06.15;                      ; Р55, каля Салігорска                                 ;          ;          ;
$;V;R  ;MIO; Новы Уборак?        ;             ; 111 ; 730 ;12 4;    ; 111 ; 2730 ;123456789;111; 5730 ;123 ;23.09.23; Пухавіцкі р-н?       ; апорная мачта?(па кадастру); 53.464739; 28.167534;G
$;V;R  ;MIO; Новы Уборак?        ;             ;     ; 730 ;    ;    ; 111 ; 1730 ;12       ;   ;      ;    ;23.09.23; Пухавіцкі р-н?       ; апорная мачта?(па кадастру); 53.464739; 28.167534;G
$;V;R  ;MIO; ???                 ;             ; 116 ; 757 ;1 3 ;    ;     ;      ;         ;   ;      ;    ;23.09.23;                      ; [35/38] [кан 110/111] Лукавец-Дашкі, RSSI -72 ;;;

$;V;R  ;MIO; ???                 ;;;     ;;; 112 ; 1500 ;   4     ;   ;      ;    ;15.01.21; ???                  ; (214) - поруч Беразіна ;;;
$;V;R  ;MIO; ???                 ;;; 820?;;; 113 ; 1820 ; 2  5  8 ;113; 5820 ; 2  ;25.09.22; ???                  ; - ўскраіна Жодзіна [23] ;;;
$;V;R  ;MIO; Ждановічы?          ;;;     ;;; 102 ; 2198 ;  3      ;   ;      ;    ;04.09.21; ???                  ; (ххх) - лавілася каля празідзенцыі ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 115 ; 2794 ; 1 45    ;   ;      ;    ;06.08.21; Маладзечанскі р-н??? ; (216,229) - дад. сектар у р-не Груздово, на ўездзе ў Маладзечна па Р-56 ;;;
$;V;R  ;MIO; Барысаў?            ;;;     ;;; 113 ; 3020 ; 23  6789;   ;      ;    ;17.06.16;                      ; у р-не Завадскі і выезду на Беразіно                ;          ;          ;
$;V;R  ;MIO; Барысаў?            ;;;3020 ;;; 113 ; 4020 ;  3      ;   ;      ;    ;16.07.19;                      ; у р-не Завадскі і выезду на Беразіно [UARFCN=10638] ;          ;          ;
$;V;R  ;MIO; ???                 ;;; 303?;;; 115 ; 3003 ;  3      ;   ;      ;    ;07.12.22;                      ; [137] МіО-ГрО, р-н Смаргоні ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 115 ; 3021 ; 2       ;   ;      ;    ;28.09.15;                      ; паміж Плебанью і Радашковічамі                       ;          ;          ;
$;V;R  ;MIO; ???                 ;;;     ;;; 142 ; 3023 ;1        ;   ;      ;    ;29.10.15;                      ; у р-не Аброці                                          ;          ;          ;
$;V;R  ;MIO; ???                 ;;;     ;;; 113 ; 3072 ;1 34     ;   ;      ;    ;17.06.16;                      ; у р-не Іканы, Барысаўскі р-н                        ;          ;          ;
$;V;R  ;MIO; Налібокі?           ;;;     ;;; 111 ; 3076 ;  34     ;   ;      ;    ;10.02.19; Стаўбцкоўскі р-н?    ; (122,,388) М6/М7 Фаворітъ яго ведае дзе,.3 - дарога Любча-Карэлічы ;;;
$;V;R  ;MIO; Барысаў?            ;;; 623?;;; 113 ; 3107 ;1 345678 ;   ;      ;    ;21.02.15; ???                  ; лавілася на Завадской, БС 623?                       ; 54.195220; 28.542720;*
$;V;R  ;MIO; ???                 ;;;     ;;; 113 ; 3110 ; 2       ;   ;      ;    ;26.06.19;                      ; (324) - па М1 мяжа Крупскага/Барысаўскага раёнаў  ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 113 ; 3116 ;123456789; 113 ;5116;123 ;02.08.20; ???                  ; (490,491,494) - Гагарына/Будаўнікоў/Дзёміна ;;;
$;V;R  ;MIO; Слуцк?              ;;;     ;;; 117 ; 3130 ;  34 67 9;117; 5130 ;1   ;21.05.18; ???                  ; у р-не БС 134 і 273  ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 116 ; 3164 ;     6   ;116; 5164 ;  3 ;09.04.20; ???                  ; (32) - каля Ратамкі, па чыг ;;;
$;V;R  ;MIO; Дражна???           ;;;     ;;; 117 ; 3324 ;123      ;117; 5324 ;1   ;06.04.08; Старадарожскі р-н    ; каля Дражна ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 117 ; 3396 ;   4     ;   ;      ;    ;09.10.19; ???                  ; (391) - Слуцк ці Слуцк-Салігорск? ;;;
$;V;R  ;MIO; Швабы?              ;;; 675?;;; 116 ; 3619 ;1234 6   ;   ;      ;    ;17.06.16; Лагойскі р-н         ; учапілася каля Зембіна, БС 675?                    ; 54.287760; 28.158990;*
$;V;R  ;MIO; ???                 ;;;     ;;; 116 ; 3621 ;  3  6   ;   ;      ;    ;03.10.14; Валожынскі р-н       ; поруч Навін па М6                                    ; 53.999820; 27.019480;*
$;V;R  ;MIO; Налібокі?           ;;; 207?;;; 142 ; 3638 ;1  4     ;   ;      ;    ;17.07.14; Стаўбцкоўскі р-н     ; .1 - поруч Валожына, БС 207?                         ; 53.761550; 26.479436;*
$;V;R  ;MIO; Смолічы?            ;;; 567?;;; 117 ; 3638 ;1 3  6   ;   ;      ;    ;17.04.12; Слуцкі р-н?          ; .3 дзесьці на ўчастку Слуцк-Капыль, паўночней Чырвонай Слабады, БС 567?; 52.869437; 27.038772;*
$;V;R  ;MIO; Кулакі?             ;;;  78?;;; 117 ; 3640 ;123 56789;117; 5278 ; 23 ;18.06.12; Салігорскі р-н       ; поруч Салігорска, БС 078?                            ; 52.802750; 27.513720;*
$;V;R  ;MIO; Кулакі?             ;;;  78?;;; 117 ; 4640 ;  3      ;   ;      ;    ;20.06.21; Салігорскі р-н       ; поруч Салігорска, БС 078?                            ; 52.802750; 27.513720;*
$;V;R  ;MIO; Семернікі?          ;;; 405?;;; 115 ; 3648 ;1 34 6   ;   ;      ;    ;11.07.15; Маладзечанскі р-н    ; поруч Клерымонты па М7, БС 405?                      ; 54.167490; 26.933840;*
$;V;R  ;MIO; Масты?              ;;; 111?;;; 117 ; 3667 ;1 3456  9;   ;      ;    ;03.06.15; Любанскі р-н?        ; Р55, Салігорск-Любань, 4-е рудаўпраўленне, БС 111?   ; 52.800880; 27.773380;*
$;V;R  ;MIO; Чысць?              ;;; 824?;;; 115 ; 3694 ; 23      ;   ;      ;    ;21.11.11; Маладзечанскі р-н    ; .23 лавілася паміж Пісараўшчына і Плебань, БС 824?    ; 54.266060; 27.099190;*
$;V;R  ;MIO; Салігорск?          ;;;     ;;; 117 ; 3724 ;12 4     ;117; 5724 ;1   ;09.10.19; ???                  ; (394) - новая БС 724 на паўночным захадзе Салігорска ;;;
$;V;R  ;MIO; ???                 ;;; 814?;;; 112 ; 3814 ; 2       ;   ;      ;    ;07.06.21; ???                  ; - раён Ляшчын ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 113 ; 3826 ; 2  5    ;113; 5909 ; 25 ;26.06.19;                      ; (080) - па М1 Крупскі раён, Крупкі? ;;;
$;V;R  ;MIO; Салігорск?          ;;;     ;;; 117 ; 3860 ;12 45    ;   ;      ;    ;18.03.15; ???                  ; ??? ;;;
$;V;R  ;MIO; Дзяржынск?          ;;;     ;;; 142 ; 3876 ; 2       ;   ;      ;    ;20.02.13; ???                  ; на ўездзе ў Дзяржынск з боку Менска ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 115 ; 3876 ;123 56   ;   ;      ;    ;14.02.17; Маладзечанскі р-н?   ; думалі Семернікі БС 405, але не яна  ;;;
$;V;R  ;MIO; Гатавічі?           ;;;     ;;; 115 ; 3888 ;12  56   ;   ;      ;    ;12.05.13; Мядзелскі р-н        ; - каля санаторыя "Сосны"?, Занарач - Брусы, не 848; 54.834805; 26.833265;*
$;V;R  ;MIO; Мазалі?             ;;; 693?;;; 117 ; 3893 ;1 34 6   ;   ;      ;    ;18.03.15; Салігорскі р-н       ; поруч Слуцку, БС 693?                                ; 52.883460; 27.280450;*
$;V;R  ;MIO; ???                 ;;;     ;;; 117 ; 3925 ; 23 56  9;   ;      ;    ;12.03.21; ???                  ; (166,136) - Клецкі р-н? паміж Куково-Бор/Мазуркі па Р13 ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 113 ; 3930 ; 2       ;   ;      ;    ;20.04.17; ???                  ; .2 па М1 у Крупскім р-не  ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 113 ; 3945 ;1        ;   ;      ;    ;02.08.20; ???                  ; (306) - каля БС 211 ;;;
$;V;R  ;MIO; Масты?              ;;; 111?;;; 117 ; 3950 ;12 45    ;   ;      ;    ;16.07.16; Салігорскі р-н       ; у раёне 4го рудаўпраўлення, БС 111?                 ; 52.800880; 27.773380;*
$;V;R  ;MIO; Мядзел?             ;;;     ;;; 115 ; 3968 ; 235     ;   ;      ;    ;29.07.21; ???                  ; (287,237) - на ўездзе з Поўдня ;;;
$;V;R  ;MIO; Колкі?              ;;; 332?;;; 113 ; 3989 ; 23  6   ;   ;      ;    ;17.06.16; Барысаўскі р-н       ; выезд з Барысава на Беразіно, М1, р-н Сяменькавічы, БС 332?; 54.131668; 28.845074;*
$;V;R  ;MIO; ???                 ;;;     ;;; 117 ; 3992 ;   4     ;   ;      ;    ;21.05.18; ???                  ; Капыльскі ці Слуцкі р-н?  ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 111 ; 3912 ;50       ;   ;      ;    ;29.10.20; ???                  ; (?,20)каля Мар'інай Горкі ;;;
$;V;R  ;MIO; Салігорск?          ;;;     ;;; 117 ; 2769 ;2        ;117; 5769 ; 2  ;11.10.22; ???                  ; (?) - Фаворітъ его ведае дзе ;;;
$;V;R  ;MIO; Салігорск?          ;;;     ;;; 117 ; 3136 ;1 34 6   ;   ;      ;    ;01.12.22; ???                  ; (?) - Фаворітъ его ведае дзе ;;;

$;V;R  ;MIO; ???                 ;;;     ;;; 108 ; 4574 ;  3      ;   ;      ;    ;05.03.21; ???                  ; (452) - калодзішчы ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 102 ; 4888 ;1        ;   ;      ;    ;22.03.21; ???                  ; (374) - у Ратомке ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 116 ; 1639 ;1        ;   ;      ;    ;26.06.22; ???                  ; (ххх) - дад. 206 Дубравы? ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 116 ; 6390 ;1234     ;   ;      ;    ;26.06.22; ???                  ; (350,350,350,70) - дад. Крыніца? ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 117 ; 3876 ;4        ;117; 5577 ;1   ;07.12.21; ???                  ; (150) - Старых Дарогах ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 117 ; 1611 ;4        ;117; 5611 ;1   ;07.12.21; ???                  ; (424) - у Старых Дарогах ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 115 ; 1997 ;45       ;   ;      ;    ;04.08.22; ???                  ; [295/445] па чыг. у Маладзечна ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 115 ; 2752 ; 23 56   ;115; 5752 ; 2  ;04.08.22; ???                  ; [501/202] па чыг. у Маладзечна ;;;
$;V;R  ;MIO; ???                 ;;; 520?;;; 102 ; 6553 ; 2       ;   ;      ;    ;05.09.22; ???                  ; [282] каля чыг. станцыі "Ждановічы" ;;;
$;V;R  ;MIO; Молодечно???        ;;;     ;;; 115 ; 2752 ;1     78 ;   ;      ;    ;28.09.22; ???                  ; (115,501) - Фаворітъ его ведае дзе ;;;
$;V;R  ;MIO; Молодечно???        ;;;     ;;; 115 ; 1752 ; 2       ;   ;      ;    ;28.09.22; ???                  ; (501) - Фаворітъ его ведае дзе ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 113 ; 3020 ;14       ;   ;      ;    ;26.10.22; ???                  ; (318) Барысаў каля М1 ;;;
$;V;R  ;MIO; ???                 ;;; 136?;;; 115 ; 3965 ;1 34 6  9;115; 5078 ;1 34;12.02.22; ???                  ; (30,,36) паміж Мядзел-Чарняты па Р27 ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 106 ; 3593 ;14       ;   ;      ;    ;21.11.22; ???                  ; (506) каля ГЦ Яскравы ;;;
$;V;R  ;MIO; ???                 ;;; 836?;;; 112 ; 1836 ;4        ;   ;      ;    ;20.02.23; ???                  ; [418] Калодзішчы - Вялікі Камень ;;;
$;V;R  ;MIO; ???                 ;;; 655?;;; 116 ; 3655 ;258      ;116; 1655 ;1   ;25.02.23; ???                  ; [311/222] каля РГЦ Сілічы ;;;

$;V;R  ;MIO; ???                 ;;;     ;;;     ;      ;         ;117; 5396 ;1   ;21.02.20; ???                  ; (391) - slaw42 ведае дзе, ок. Салігорска??? ;;;
$;V;R  ;MIO; Вілейка?            ;;;     ;;;     ;      ;         ;115; 5870 ;  3 ;08.04.18; ???                  ; (321) - Вілейка, Фаворітъ яго ведае дзе? ;;;
$;V;R  ;MIO; ???                 ;;;     ;;;     ;      ;         ;117; 5911 ;1 3 ;09.10.19; ???                  ; (327) - Слуцк-Салігорск, новая БС? ;;;
$;V;R  ;MIO; ???                 ;;;     ;;;     ;      ;         ;115; 5339 ;1   ;12.02.22; ???                  ; [426] паміж Мядзел і 3965 па Р27 ;;;
$;V;R  ;MIO; ???                 ;;;     ;;;     ;      ;         ;115; 5511 ;3  6;12.02.22; ???                  ; [335] паміж 3965 і 5339 па Р27 у Мядзелскім р-не  ;;;
$;V;R  ;MIO; Салігорск?          ;;;     ;;;     ;      ;         ;117; 5839 ;1   ;11.10.22; ???                  ; (194) васкрасенская альбо маладзежная апора побач з мтс ;;;
$;V;R  ;MIO; ???                 ;;;     ;;;     ;      ;         ;111; 6515 ;1   ;09.02.23; ???                  ; [182] М6, у суседзях у Сульжыцах  ;;;
$;V;R  ;MIO; ???                 ;;;     ;;;     ;      ;         ;112; 5899 ;12  ;22.11.23; ???                  ; [373/135] Смалевіцкі р-н каля Чарніцкі ;;;
$;V;R  ;MIO; ???                 ;;;     ;;; 116 ; 1747 ;456      ;116; 5747 ; 2  ;24.11.23; ???                  ; (239,474,323)  Лісаўшчына? на мтс? ;;;
$;V;R  ;MIO; ???                 ;;;     ;;;     ;      ;         ;112; 3279 ;3   ;29.01.24; ???                  ; [402] Пухавіцкі р-н? ;;;
$;V;R  ;MIO; ???                 ;;; 520?;;; 112 ; 3520 ;157      ;112; 6520 ;1   ;04.02.24; ???                  ; [xxx] каля Смалявіч ;;;

